LOCATION_ID,LOCATION_NAME,NAME,job_ticket_id,REPORT_DATE,CLOSE_DATE
1,Kilifi,Desktop Support,1940,16/08/2013,19/08/2013
1,Kilifi,Desktop Support,1945,19/08/2013,26/08/2013
1,Kilifi,Desktop Support,1961,20/08/2013,26/08/2013
1,Kilifi,Desktop Support,1982,21/08/2013,23/08/2013
3,Mtwapa,Desktop Support,2031,27/08/2013,18/09/2013
1,Kilifi,Desktop Support,2044,28/08/2013,11/09/2013
1,Kilifi,Desktop Support,2058,29/08/2013,10/09/2013
1,Kilifi,Desktop Support,2080,01/09/2013,10/09/2013
1,Kilifi,Desktop Support,2081,02/09/2013,05/09/2013
1,Kilifi,Desktop Support,2124,06/09/2013,06/09/2013
1,Kilifi,Desktop Support,2135,09/09/2013,10/09/2013
1,Kilifi,Desktop Support,2176,12/09/2013,23/09/2013
1,Kilifi,Desktop Support,2185,13/09/2013,13/09/2013
1,Kilifi,Desktop Support,2188,13/09/2013,20/09/2013
1,Kilifi,Desktop Support,2203,13/09/2013,03/02/2014
1,Kilifi,Desktop Support,2233,17/09/2013,23/09/2013
1,Kilifi,Desktop Support,2243,18/09/2013,19/09/2013
1,Kilifi,Desktop Support,2245,18/09/2013,18/09/2013
1,Kilifi,Desktop Support,2271,20/09/2013,20/09/2013
1,Kilifi,Desktop Support,2314,25/09/2013,26/09/2013
1,Kilifi,Desktop Support,2349,27/09/2013,09/10/2013
1,Kilifi,Desktop Support,2351,27/09/2013,27/09/2013
1,Kilifi,Desktop Support,2357,30/09/2013,11/10/2013
1,Kilifi,Desktop Support,2417,04/10/2013,12/11/2013
1,Kilifi,Desktop Support,2423,04/10/2013,27/01/2014
1,Kilifi,Desktop Support,2426,04/10/2013,07/10/2013
1,Kilifi,Desktop Support,2432,04/10/2013,07/10/2013
1,Kilifi,Desktop Support,2437,07/10/2013,10/10/2013
2,Nairobi,Desktop Support,2451,08/10/2013,08/10/2013
1,Kilifi,Desktop Support,2460,08/10/2013,05/11/2013
1,Kilifi,Desktop Support,2463,08/10/2013,24/01/2014
2,Nairobi,Desktop Support,2477,10/10/2013,11/10/2013
2,Nairobi,Desktop Support,2484,10/10/2013,16/10/2013
1,Kilifi,Desktop Support,2487,10/10/2013,16/10/2013
1,Kilifi,Desktop Support,2511,11/10/2013,16/10/2013
1,Kilifi,Desktop Support,2521,14/10/2013,17/01/2014
1,Kilifi,Desktop Support,2527,14/10/2013,14/10/2013
1,Kilifi,Desktop Support,2534,14/10/2013,23/10/2013
2,Nairobi,Desktop Support,2544,15/10/2013,15/10/2013
1,Kilifi,Desktop Support,2548,15/10/2013,24/10/2013
1,Kilifi,Desktop Support,2549,15/10/2013,16/10/2013
1,Kilifi,Desktop Support,2551,15/10/2013,29/10/2013
1,Kilifi,Desktop Support,2554,16/10/2013,25/10/2013
1,Kilifi,Desktop Support,2557,16/10/2013,17/01/2014
2,Nairobi,Desktop Support,2558,16/10/2013,22/10/2013
2,Nairobi,Desktop Support,2562,16/10/2013,22/10/2013
1,Kilifi,Desktop Support,2564,16/10/2013,29/10/2013
2,Nairobi,Desktop Support,2565,16/10/2013,16/10/2013
1,Kilifi,Desktop Support,2573,17/10/2013,09/12/2013
1,Kilifi,Desktop Support,2588,18/10/2013,18/10/2013
1,Kilifi,Desktop Support,2611,22/10/2013,23/10/2013
1,Kilifi,Desktop Support,2614,22/10/2013,23/10/2013
1,Kilifi,Desktop Support,2644,24/10/2013,30/10/2013
1,Kilifi,Desktop Support,2657,24/10/2013,28/10/2013
1,Kilifi,Desktop Support,2669,25/10/2013,04/11/2013
1,Kilifi,Desktop Support,2676,25/10/2013,22/01/2014
1,Kilifi,Desktop Support,2679,28/10/2013,29/10/2013
1,Kilifi,Desktop Support,2698,29/10/2013,29/10/2013
1,Kilifi,Desktop Support,2702,29/10/2013,06/11/2013
2,Nairobi,Desktop Support,2707,29/10/2013,29/10/2013
2,Nairobi,Desktop Support,2708,29/10/2013,29/10/2013
1,Kilifi,Desktop Support,2719,30/10/2013,31/10/2013
1,Kilifi,Desktop Support,2730,31/10/2013,04/11/2013
1,Kilifi,Desktop Support,2822,07/11/2013,08/11/2013
1,Kilifi,Desktop Support,2827,07/11/2013,08/11/2013
1,Kilifi,Desktop Support,2834,07/11/2013,12/11/2013
1,Kilifi,Desktop Support,2847,08/11/2013,08/11/2013
1,Kilifi,Desktop Support,2853,08/11/2013,11/11/2013
1,Kilifi,Desktop Support,2854,08/11/2013,11/11/2013
1,Kilifi,Desktop Support,2876,11/11/2013,14/11/2013
1,Kilifi,Desktop Support,2882,11/11/2013,14/11/2013
1,Kilifi,Desktop Support,2883,11/11/2013,12/11/2013
1,Kilifi,Desktop Support,2887,12/11/2013,13/11/2013
1,Kilifi,Desktop Support,2888,12/11/2013,15/11/2013
1,Kilifi,Desktop Support,2902,13/11/2013,14/11/2013
1,Kilifi,Desktop Support,2913,14/11/2013,15/11/2013
1,Kilifi,Desktop Support,2937,18/11/2013,26/11/2013
1,Kilifi,Desktop Support,2961,20/11/2013,21/11/2013
1,Kilifi,Desktop Support,2976,21/11/2013,22/11/2013
1,Kilifi,Desktop Support,2979,21/11/2013,21/11/2013
1,Kilifi,Desktop Support,2987,21/11/2013,21/11/2013
1,Kilifi,Desktop Support,3002,22/11/2013,22/11/2013
1,Kilifi,Desktop Support,3005,22/11/2013,26/11/2013
1,Kilifi,Desktop Support,3010,24/11/2013,26/11/2013
1,Kilifi,Desktop Support,3011,25/11/2013,27/11/2013
1,Kilifi,Desktop Support,3027,26/11/2013,28/11/2013
1,Kilifi,Desktop Support,3034,26/11/2013,26/11/2013
1,Kilifi,Desktop Support,3039,27/11/2013,28/11/2013
1,Kilifi,Desktop Support,3042,27/11/2013,09/12/2013
1,Kilifi,Desktop Support,3043,27/11/2013,13/01/2014
1,Kilifi,Desktop Support,3078,02/12/2013,04/12/2013
1,Kilifi,Desktop Support,3096,03/12/2013,11/12/2013
1,Kilifi,Desktop Support,3100,03/12/2013,16/01/2014
2,Nairobi,Desktop Support,3117,05/12/2013,06/12/2013
1,Kilifi,Desktop Support,3135,06/12/2013,06/12/2013
1,Kilifi,Desktop Support,3138,06/12/2013,06/12/2013
1,Kilifi,Desktop Support,3139,06/12/2013,06/12/2013
1,Kilifi,Desktop Support,3149,10/12/2013,11/12/2013
1,Kilifi,Desktop Support,3154,10/12/2013,16/05/2014
1,Kilifi,Desktop Support,3157,11/12/2013,11/12/2013
1,Kilifi,Desktop Support,3159,13/12/2013,07/01/2014
1,Kilifi,Desktop Support,3171,16/12/2013,17/12/2013
1,Kilifi,Desktop Support,3177,16/12/2013,17/12/2013
1,Kilifi,Desktop Support,3186,17/12/2013,08/01/2014
1,Kilifi,Desktop Support,3222,06/01/2014,15/01/2014
1,Kilifi,Desktop Support,3241,07/01/2014,09/01/2014
1,Kilifi,Desktop Support,3244,08/01/2014,10/01/2014
1,Kilifi,Desktop Support,3258,09/01/2014,20/01/2014
1,Kilifi,Desktop Support,3262,09/01/2014,10/01/2014
1,Kilifi,Desktop Support,3272,10/01/2014,10/01/2014
1,Kilifi,Desktop Support,3285,10/01/2014,10/01/2014
1,Kilifi,Desktop Support,3299,13/01/2014,20/01/2014
1,Kilifi,Desktop Support,3321,15/01/2014,15/01/2014
1,Kilifi,Desktop Support,3328,15/01/2014,16/01/2014
1,Kilifi,Desktop Support,3361,19/01/2014,20/01/2014
1,Kilifi,Desktop Support,3364,20/01/2014,20/01/2014
1,Kilifi,Desktop Support,3371,20/01/2014,20/01/2014
1,Kilifi,Desktop Support,3376,20/01/2014,23/01/2014
1,Kilifi,Desktop Support,3381,20/01/2014,22/01/2014
1,Kilifi,Desktop Support,3383,20/01/2014,23/01/2014
1,Kilifi,Desktop Support,3385,20/01/2014,22/01/2014
1,Kilifi,Desktop Support,3396,21/01/2014,21/01/2014
1,Kilifi,Desktop Support,3398,21/01/2014,21/01/2014
1,Kilifi,Desktop Support,3409,21/01/2014,22/01/2014
1,Kilifi,Desktop Support,3418,22/01/2014,26/02/2014
1,Kilifi,Desktop Support,3425,22/01/2014,23/01/2014
1,Kilifi,Desktop Support,3426,22/01/2014,23/01/2014
1,Kilifi,Desktop Support,3431,22/01/2014,23/01/2014
1,Kilifi,Desktop Support,3435,22/01/2014,23/01/2014
1,Kilifi,Desktop Support,3440,23/01/2014,23/01/2014
1,Kilifi,Desktop Support,3443,23/01/2014,14/02/2014
1,Kilifi,Desktop Support,3451,23/01/2014,23/01/2014
1,Kilifi,Desktop Support,3453,23/01/2014,23/01/2014
1,Kilifi,Desktop Support,3457,23/01/2014,28/01/2014
1,Kilifi,Desktop Support,3470,24/01/2014,24/01/2014
1,Kilifi,Desktop Support,3472,24/01/2014,24/01/2014
1,Kilifi,Desktop Support,3473,24/01/2014,24/01/2014
1,Kilifi,Desktop Support,3474,24/01/2014,24/01/2014
1,Kilifi,Desktop Support,3480,24/01/2014,28/01/2014
1,Kilifi,Desktop Support,3481,24/01/2014,24/01/2014
1,Kilifi,Desktop Support,3489,27/01/2014,27/01/2014
1,Kilifi,Desktop Support,3513,28/01/2014,28/01/2014
1,Kilifi,Desktop Support,3515,28/01/2014,03/02/2014
1,Kilifi,Desktop Support,3519,28/01/2014,28/01/2014
1,Kilifi,Desktop Support,3526,28/01/2014,29/01/2014
1,Kilifi,Desktop Support,3527,28/01/2014,29/01/2014
1,Kilifi,Desktop Support,3567,30/01/2014,03/02/2014
1,Kilifi,Desktop Support,3579,31/01/2014,04/02/2014
1,Kilifi,Desktop Support,3584,31/01/2014,07/02/2014
1,Kilifi,Desktop Support,3585,31/01/2014,31/01/2014
1,Kilifi,Desktop Support,3587,31/01/2014,03/02/2014
1,Kilifi,Desktop Support,3588,31/01/2014,31/01/2014
1,Kilifi,Desktop Support,3590,31/01/2014,24/03/2014
1,Kilifi,Desktop Support,3600,03/02/2014,03/02/2014
2,Nairobi,Desktop Support,3622,04/02/2014,11/02/2014
1,Kilifi,Desktop Support,3624,04/02/2014,05/02/2014
1,Kilifi,Desktop Support,3625,04/02/2014,21/03/2014
2,Nairobi,Desktop Support,3646,05/02/2014,21/02/2014
1,Kilifi,Desktop Support,3647,05/02/2014,07/02/2014
1,Kilifi,Desktop Support,3654,06/02/2014,10/02/2014
1,Kilifi,Desktop Support,3665,06/02/2014,07/02/2014
1,Kilifi,Desktop Support,3682,07/02/2014,10/02/2014
1,Kilifi,Desktop Support,3689,07/02/2014,07/02/2014
1,Kilifi,Desktop Support,3702,10/02/2014,11/02/2014
1,Kilifi,Desktop Support,3707,10/02/2014,11/02/2014
1,Kilifi,Desktop Support,3714,10/02/2014,11/02/2014
1,Kilifi,Desktop Support,3723,11/02/2014,11/02/2014
1,Kilifi,Desktop Support,3732,11/02/2014,04/03/2014
1,Kilifi,Desktop Support,3752,12/02/2014,25/02/2014
1,Kilifi,Desktop Support,3761,12/02/2014,13/02/2014
1,Kilifi,Desktop Support,3816,18/02/2014,19/02/2014
1,Kilifi,Desktop Support,3826,19/02/2014,20/02/2014
1,Kilifi,Desktop Support,3827,19/02/2014,21/02/2014
1,Kilifi,Desktop Support,3841,20/02/2014,25/02/2014
1,Kilifi,Desktop Support,3846,21/02/2014,24/02/2014
1,Kilifi,Desktop Support,3857,24/02/2014,26/02/2014
1,Kilifi,Desktop Support,3859,24/02/2014,27/02/2014
1,Kilifi,Desktop Support,3867,24/02/2014,26/02/2014
2,Nairobi,Desktop Support,3895,26/02/2014,19/03/2014
1,Kilifi,Desktop Support,3899,26/02/2014,26/02/2014
1,Kilifi,Desktop Support,3903,26/02/2014,26/02/2014
1,Kilifi,Desktop Support,3911,26/02/2014,04/03/2014
1,Kilifi,Desktop Support,3914,26/02/2014,03/03/2014
1,Kilifi,Desktop Support,3924,27/02/2014,28/02/2014
1,Kilifi,Desktop Support,3948,28/02/2014,16/04/2014
1,Kilifi,Desktop Support,3954,28/02/2014,05/03/2014
1,Kilifi,Desktop Support,3980,03/03/2014,18/03/2014
1,Kilifi,Desktop Support,3988,04/03/2014,04/03/2014
1,Kilifi,Desktop Support,3990,04/03/2014,13/06/2014
1,Kilifi,Desktop Support,3992,04/03/2014,04/03/2014
1,Kilifi,Desktop Support,4002,04/03/2014,04/03/2014
1,Kilifi,Desktop Support,4008,04/03/2014,13/03/2014
1,Kilifi,Desktop Support,4010,04/03/2014,05/03/2014
2,Nairobi,Desktop Support,4014,05/03/2014,19/03/2014
1,Kilifi,Desktop Support,4025,06/03/2014,06/03/2014
1,Kilifi,Desktop Support,4030,06/03/2014,07/03/2014
1,Kilifi,Desktop Support,4042,10/03/2014,11/03/2014
1,Kilifi,Desktop Support,4053,10/03/2014,11/03/2014
1,Kilifi,Desktop Support,4079,11/03/2014,11/03/2014
1,Kilifi,Desktop Support,4095,12/03/2014,12/03/2014
1,Kilifi,Desktop Support,4098,12/03/2014,12/05/2014
1,Kilifi,Desktop Support,4101,12/03/2014,18/03/2014
1,Kilifi,Desktop Support,4104,12/03/2014,12/03/2014
1,Kilifi,Desktop Support,4105,12/03/2014,24/03/2014
1,Kilifi,Desktop Support,4117,13/03/2014,28/04/2014
1,Kilifi,Desktop Support,4120,13/03/2014,14/03/2014
1,Kilifi,Desktop Support,4131,14/03/2014,17/03/2014
1,Kilifi,Desktop Support,4133,14/03/2014,17/03/2014
1,Kilifi,Desktop Support,4143,14/03/2014,17/03/2014
1,Kilifi,Desktop Support,4146,17/03/2014,24/03/2014
1,Kilifi,Desktop Support,4157,17/03/2014,24/03/2014
1,Kilifi,Desktop Support,4162,17/03/2014,20/03/2014
1,Kilifi,Desktop Support,4171,18/03/2014,19/03/2014
1,Kilifi,Desktop Support,4195,19/03/2014,20/03/2014
1,Kilifi,Desktop Support,4204,19/03/2014,25/03/2014
1,Kilifi,Desktop Support,4205,19/03/2014,25/03/2014
1,Kilifi,Desktop Support,4215,20/03/2014,24/03/2014
1,Kilifi,Desktop Support,4234,21/03/2014,26/03/2014
1,Kilifi,Desktop Support,4241,21/03/2014,25/03/2014
1,Kilifi,Desktop Support,4246,24/03/2014,28/03/2014
1,Kilifi,Desktop Support,4265,25/03/2014,27/03/2014
1,Kilifi,Desktop Support,4274,25/03/2014,27/03/2014
1,Kilifi,Desktop Support,4280,25/03/2014,25/03/2014
1,Kilifi,Desktop Support,4284,26/03/2014,26/03/2014
1,Kilifi,Desktop Support,4297,26/03/2014,28/03/2014
1,Kilifi,Desktop Support,4304,27/03/2014,27/03/2014
1,Kilifi,Desktop Support,4309,27/03/2014,28/03/2014
1,Kilifi,Desktop Support,4310,27/03/2014,27/03/2014
2,Nairobi,Desktop Support,4339,31/03/2014,24/04/2014
1,Kilifi,Desktop Support,4346,01/04/2014,01/04/2014
1,Kilifi,Desktop Support,4358,01/04/2014,01/04/2014
1,Kilifi,Desktop Support,4369,02/04/2014,02/04/2014
1,Kilifi,Desktop Support,4372,02/04/2014,03/04/2014
1,Kilifi,Desktop Support,4373,02/04/2014,02/04/2014
1,Kilifi,Desktop Support,4376,02/04/2014,02/04/2014
1,Kilifi,Desktop Support,4382,02/04/2014,04/04/2014
1,Kilifi,Desktop Support,4388,03/04/2014,07/04/2014
1,Kilifi,Desktop Support,4398,03/04/2014,14/04/2014
1,Kilifi,Desktop Support,4399,03/04/2014,04/04/2014
1,Kilifi,Desktop Support,4495,11/04/2014,14/04/2014
2,Nairobi,Desktop Support,4537,15/04/2014,23/04/2014
1,Kilifi,Desktop Support,4539,15/04/2014,16/04/2014
1,Kilifi,Desktop Support,4612,23/04/2014,24/04/2014
1,Kilifi,Desktop Support,4678,28/04/2014,13/06/2014
1,Kilifi,Desktop Support,4696,30/04/2014,02/05/2014
2,Nairobi,Desktop Support,4705,30/04/2014,02/05/2014
1,Kilifi,Desktop Support,4707,30/04/2014,07/05/2014
1,Kilifi,Desktop Support,4730,05/05/2014,08/05/2014
1,Kilifi,Desktop Support,4751,06/05/2014,13/05/2014
1,Kilifi,Desktop Support,4999,23/05/2014,27/05/2014
1,Kilifi,Desktop Support,5006,26/05/2014,03/07/2014
1,Kilifi,Desktop Support,5013,26/05/2014,06/06/2014
2,Nairobi,Desktop Support,5014,26/05/2014,10/06/2014
1,Kilifi,Desktop Support,5016,26/05/2014,27/05/2014
1,Kilifi,Desktop Support,5018,26/05/2014,27/05/2014
2,Nairobi,Desktop Support,5019,26/05/2014,11/06/2014
1,Kilifi,Desktop Support,5021,26/05/2014,13/06/2014
1,Kilifi,Desktop Support,5030,27/05/2014,06/01/2015
1,Kilifi,Desktop Support,5042,27/05/2014,27/05/2014
1,Kilifi,Desktop Support,5050,28/05/2014,29/05/2014
1,Kilifi,Desktop Support,5056,28/05/2014,06/06/2014
1,Kilifi,Desktop Support,5058,28/05/2014,06/06/2014
1,Kilifi,Desktop Support,5062,28/05/2014,28/05/2014
1,Kilifi,Desktop Support,5063,28/05/2014,06/06/2014
1,Kilifi,Desktop Support,5074,29/05/2014,06/06/2014
1,Kilifi,Desktop Support,5085,29/05/2014,04/06/2014
1,Kilifi,Desktop Support,5111,30/05/2014,13/06/2014
1,Kilifi,Desktop Support,5123,03/06/2014,04/06/2014
1,Kilifi,Desktop Support,5132,03/06/2014,11/06/2014
1,Kilifi,Desktop Support,5149,04/06/2014,06/06/2014
1,Kilifi,Desktop Support,5150,04/06/2014,23/06/2014
1,Kilifi,Desktop Support,5157,04/06/2014,13/06/2014
1,Kilifi,Desktop Support,5164,05/06/2014,14/10/2014
1,Kilifi,Desktop Support,5171,05/06/2014,05/06/2014
1,Kilifi,Desktop Support,5185,06/06/2014,09/06/2014
1,Kilifi,Desktop Support,5190,06/06/2014,02/10/2014
1,Kilifi,Desktop Support,5191,06/06/2014,07/07/2014
1,Kilifi,Desktop Support,5192,06/06/2014,09/06/2014
1,Kilifi,Desktop Support,5209,09/06/2014,20/06/2014
1,Kilifi,Desktop Support,5222,09/06/2014,11/06/2014
1,Kilifi,Desktop Support,5223,09/06/2014,11/06/2014
1,Kilifi,Desktop Support,5225,09/06/2014,17/06/2014
1,Kilifi,Desktop Support,5231,10/06/2014,17/06/2014
1,Kilifi,Desktop Support,5234,10/06/2014,17/06/2014
1,Kilifi,Desktop Support,5244,10/06/2014,14/10/2014
1,Kilifi,Desktop Support,5260,11/06/2014,27/06/2014
1,Kilifi,Desktop Support,5263,11/06/2014,13/06/2014
1,Kilifi,Desktop Support,5269,11/06/2014,13/06/2014
1,Kilifi,Desktop Support,5282,11/06/2014,13/06/2014
1,Kilifi,Desktop Support,5283,11/06/2014,13/06/2014
1,Kilifi,Desktop Support,5313,13/06/2014,18/06/2014
1,Kilifi,Desktop Support,5316,13/06/2014,25/06/2014
1,Kilifi,Desktop Support,5333,16/06/2014,17/06/2014
1,Kilifi,Desktop Support,5348,16/06/2014,17/06/2014
1,Kilifi,Desktop Support,5355,17/06/2014,17/06/2014
1,Kilifi,Desktop Support,5370,17/06/2014,17/06/2014
1,Kilifi,Desktop Support,5373,17/06/2014,26/06/2014
1,Kilifi,Desktop Support,5377,17/06/2014,23/06/2014
1,Kilifi,Desktop Support,5378,17/06/2014,20/06/2014
1,Kilifi,Desktop Support,5388,18/06/2014,25/06/2014
1,Kilifi,Desktop Support,5390,18/06/2014,19/06/2014
1,Kilifi,Desktop Support,5395,19/06/2014,19/06/2014
1,Kilifi,Desktop Support,5397,19/06/2014,09/07/2014
2,Nairobi,Desktop Support,5401,19/06/2014,19/06/2014
1,Kilifi,Desktop Support,5432,19/06/2014,25/06/2014
1,Kilifi,Desktop Support,5471,24/06/2014,07/07/2014
1,Kilifi,Desktop Support,5475,24/06/2014,07/07/2014
1,Kilifi,Desktop Support,5481,24/06/2014,24/06/2014
1,Kilifi,Desktop Support,5485,24/06/2014,27/06/2014
1,Kilifi,Desktop Support,5502,25/06/2014,15/07/2014
1,Kilifi,Desktop Support,5505,25/06/2014,03/07/2014
1,Kilifi,Desktop Support,5518,26/06/2014,02/07/2014
1,Kilifi,Desktop Support,5522,26/06/2014,08/07/2014
1,Kilifi,Desktop Support,5535,27/06/2014,30/06/2014
1,Kilifi,Desktop Support,5549,27/06/2014,03/07/2014
1,Kilifi,Desktop Support,5550,30/06/2014,17/07/2014
1,Kilifi,Desktop Support,5563,30/06/2014,08/10/2014
1,Kilifi,Desktop Support,5580,01/07/2014,22/07/2014
1,Kilifi,Desktop Support,5596,02/07/2014,05/08/2014
1,Kilifi,Desktop Support,5605,02/07/2014,NULL
1,Kilifi,Desktop Support,5621,03/07/2014,08/07/2014
1,Kilifi,Desktop Support,5627,03/07/2014,04/07/2014
1,Kilifi,Desktop Support,5632,03/07/2014,11/07/2014
1,Kilifi,Desktop Support,5642,04/07/2014,15/07/2014
1,Kilifi,Desktop Support,5645,04/07/2014,09/07/2014
1,Kilifi,Desktop Support,5657,04/07/2014,09/07/2014
1,Kilifi,Desktop Support,5663,07/07/2014,10/07/2014
1,Kilifi,Desktop Support,5664,07/07/2014,11/07/2014
1,Kilifi,Desktop Support,5669,07/07/2014,10/07/2014
1,Kilifi,Desktop Support,5673,07/07/2014,08/07/2014
1,Kilifi,Desktop Support,5690,08/07/2014,08/07/2014
1,Kilifi,Desktop Support,5691,08/07/2014,08/07/2014
1,Kilifi,Desktop Support,5694,08/07/2014,11/07/2014
1,Kilifi,Desktop Support,5695,08/07/2014,11/07/2014
1,Kilifi,Desktop Support,5696,08/07/2014,17/07/2014
1,Kilifi,Desktop Support,5699,08/07/2014,21/07/2014
1,Kilifi,Desktop Support,5700,08/07/2014,10/07/2014
1,Kilifi,Desktop Support,5720,09/07/2014,24/07/2014
1,Kilifi,Desktop Support,5731,10/07/2014,10/07/2014
1,Kilifi,Desktop Support,5769,14/07/2014,15/07/2014
1,Kilifi,Desktop Support,5772,14/07/2014,14/07/2014
1,Kilifi,Desktop Support,5778,14/07/2014,15/07/2014
1,Kilifi,Desktop Support,5803,15/07/2014,17/07/2014
1,Kilifi,Desktop Support,5805,15/07/2014,17/07/2014
1,Kilifi,Desktop Support,5816,15/07/2014,22/07/2014
1,Kilifi,Desktop Support,5819,15/07/2014,17/07/2014
1,Kilifi,Desktop Support,5825,16/07/2014,16/07/2014
1,Kilifi,Desktop Support,5828,16/07/2014,17/07/2014
2,Nairobi,Desktop Support,5836,16/07/2014,25/07/2014
1,Kilifi,Desktop Support,5840,16/07/2014,21/07/2014
1,Kilifi,Desktop Support,5843,16/07/2014,17/07/2014
1,Kilifi,Desktop Support,5854,17/07/2014,23/07/2014
1,Kilifi,Desktop Support,5861,17/07/2014,17/07/2014
1,Kilifi,Desktop Support,5870,17/07/2014,01/08/2014
1,Kilifi,Desktop Support,5876,17/07/2014,06/08/2014
1,Kilifi,Desktop Support,5877,17/07/2014,24/07/2014
1,Kilifi,Desktop Support,5899,21/07/2014,04/08/2014
1,Kilifi,Desktop Support,5918,22/07/2014,22/07/2014
1,Kilifi,Desktop Support,5929,22/07/2014,23/07/2014
1,Kilifi,Desktop Support,5934,22/07/2014,25/07/2014
1,Kilifi,Desktop Support,5950,23/07/2014,23/07/2014
2,Nairobi,Desktop Support,5955,24/07/2014,24/07/2014
1,Kilifi,Desktop Support,5967,24/07/2014,31/07/2014
1,Kilifi,Desktop Support,5968,25/07/2014,01/08/2014
1,Kilifi,Desktop Support,6002,28/07/2014,22/08/2014
1,Kilifi,Desktop Support,6003,28/07/2014,06/08/2014
2,Nairobi,Desktop Support,6013,30/07/2014,30/07/2014
1,Kilifi,Desktop Support,6031,30/07/2014,08/08/2014
1,Kilifi,Desktop Support,6032,30/07/2014,04/08/2014
1,Kilifi,Desktop Support,6043,31/07/2014,07/08/2014
1,Kilifi,Desktop Support,6085,01/08/2014,05/08/2014
1,Kilifi,Desktop Support,6087,01/08/2014,05/08/2014
1,Kilifi,Desktop Support,6102,04/08/2014,14/08/2014
1,Kilifi,Desktop Support,6111,04/08/2014,05/08/2014
2,Nairobi,Desktop Support,6128,05/08/2014,08/08/2014
1,Kilifi,Desktop Support,6139,05/08/2014,07/08/2014
1,Kilifi,Desktop Support,6175,07/08/2014,08/08/2014
1,Kilifi,Desktop Support,6179,07/08/2014,13/08/2014
2,Nairobi,Desktop Support,6203,08/08/2014,08/08/2014
1,Kilifi,Desktop Support,6211,08/08/2014,18/08/2014
1,Kilifi,Desktop Support,6223,09/08/2014,19/08/2014
1,Kilifi,Desktop Support,6228,11/08/2014,11/08/2014
1,Kilifi,Desktop Support,6274,13/08/2014,21/08/2014
1,Kilifi,Desktop Support,6275,13/08/2014,21/08/2014
1,Kilifi,Desktop Support,6278,13/08/2014,21/08/2014
1,Kilifi,Desktop Support,6280,13/08/2014,19/08/2014
1,Kilifi,Desktop Support,6288,14/08/2014,05/09/2014
1,Kilifi,Desktop Support,6307,18/08/2014,21/08/2014
1,Kilifi,Desktop Support,6312,18/08/2014,19/08/2014
1,Kilifi,Desktop Support,6317,18/08/2014,04/11/2014
1,Kilifi,Desktop Support,6318,18/08/2014,19/08/2014
1,Kilifi,Desktop Support,6322,18/08/2014,10/09/2014
1,Kilifi,Desktop Support,6323,18/08/2014,01/09/2014
1,Kilifi,Desktop Support,6359,18/08/2014,21/08/2014
2,Nairobi,Desktop Support,6365,19/08/2014,19/08/2014
1,Kilifi,Desktop Support,6406,20/08/2014,25/08/2014
1,Kilifi,Desktop Support,6416,20/08/2014,26/08/2014
1,Kilifi,Desktop Support,6422,21/08/2014,29/08/2014
1,Kilifi,Desktop Support,6424,21/08/2014,03/09/2014
1,Kilifi,Desktop Support,6425,21/08/2014,28/08/2014
1,Kilifi,Desktop Support,6439,21/08/2014,28/08/2014
1,Kilifi,Desktop Support,6446,22/08/2014,28/08/2014
1,Kilifi,Desktop Support,6461,26/08/2014,27/08/2014
1,Kilifi,Desktop Support,6466,26/08/2014,27/08/2014
1,Kilifi,Desktop Support,6482,26/08/2014,26/08/2014
2,Nairobi,Desktop Support,6487,27/08/2014,29/08/2014
1,Kilifi,Desktop Support,6495,27/08/2014,29/08/2014
1,Kilifi,Desktop Support,6508,28/08/2014,28/08/2014
1,Kilifi,Desktop Support,6531,29/08/2014,01/09/2014
1,Kilifi,Desktop Support,6551,01/09/2014,19/09/2014
1,Kilifi,Desktop Support,6563,02/09/2014,03/09/2014
1,Kilifi,Desktop Support,6571,02/09/2014,08/09/2014
1,Kilifi,Desktop Support,6572,02/09/2014,07/10/2014
1,Kilifi,Desktop Support,6582,02/09/2014,02/09/2014
1,Kilifi,Desktop Support,6587,03/09/2014,05/09/2014
1,Kilifi,Desktop Support,6590,03/09/2014,24/09/2014
1,Kilifi,Desktop Support,6591,03/09/2014,08/09/2014
2,Nairobi,Desktop Support,6602,03/09/2014,09/10/2014
1,Kilifi,Desktop Support,6603,03/09/2014,05/09/2014
1,Kilifi,Desktop Support,6610,04/09/2014,04/09/2014
1,Kilifi,Desktop Support,6616,04/09/2014,10/09/2014
1,Kilifi,Desktop Support,6617,04/09/2014,04/09/2014
1,Kilifi,Desktop Support,6625,04/09/2014,23/09/2014
1,Kilifi,Desktop Support,6629,04/09/2014,12/09/2014
1,Kilifi,Desktop Support,6644,05/09/2014,14/10/2014
1,Kilifi,Desktop Support,6666,08/09/2014,09/09/2014
1,Kilifi,Desktop Support,6700,09/09/2014,12/09/2014
2,Nairobi,Desktop Support,6703,09/09/2014,22/10/2014
1,Kilifi,Desktop Support,6706,09/09/2014,18/09/2014
1,Kilifi,Desktop Support,6720,10/09/2014,15/09/2014
1,Kilifi,Desktop Support,6722,11/09/2014,19/09/2014
1,Kilifi,Desktop Support,6725,11/09/2014,17/09/2014
1,Kilifi,Desktop Support,6728,11/09/2014,23/09/2014
1,Kilifi,Desktop Support,6731,11/09/2014,15/09/2014
1,Kilifi,Desktop Support,6735,11/09/2014,12/09/2014
1,Kilifi,Desktop Support,6736,11/09/2014,18/09/2014
